Title,Creators,Genre,Rating,Likes,Subscribers,Views,Synopsis
Survival Log,e_no,action,8.99,294143.0,58736.0,2442887.0,"Ssamsson, a streamer with 3 million subscribers, starts live streaming in a deserted island with five other streamers. To find catchier material, the group explores the island deeper and deeper and faces an old bunker. With curiosity and fear filling the air, the ATTACK has begun!"
Survive to Revive,"MiTi, Toljen",thriller,9.22,129654.0,48767.0,1306083.0,"If you thought life on earth was hard, then try purgatory. What lengths would you go to fight for a life of guaranteed riches and success? These souls might have once forsaken their lives, but now, they’ll fight tooth and nail to return to life. Who will win the survival competition to gain the prize of being revived?"
Surviving Romance,"Lee Yeon, Lee Yone",horror,9.81,5699668.0,729585.0,43489412.0,"When Chaerin Eun becomes the protagonist of the romance novel she is reading, she expects a fairytale ending with the novel's love interest, Jeha. But when a bizarre twist makes her realize the story is not playing out as it does in the book, she'll need the help of an unlikely character from her class to defy the new storyline and find her happy ending -- if only she can figure out who this â€˜Unknown Extra' is first!"
Surviving a Fantasy Adventure Comic,"Jinoh, Marucomics",fantasy,9.23,335844.0,65471.0,2982183.0,"When the author of Hero Lee’s favorite comic, Adventure King, starts killing off major characters and wraps it up with a huge letdown of an ending, he sells every book in disappointment. Right then, Hero receives a strange text from the author himself that all characters must endeavor to survive, and those who don't do not deserve a place in the story. After being asked if he would like to try it for himself, Hero wakes up inside the comic as Background Villain #3. Will he be able to survive the story and see it to the end?"
Surviving a Harem,Jeonboon,fantasy,9.47,398052.0,113820.0,3004283.0,"Jun Yu, a WBA lightweight champion, gets dumped by his girlfriend, then gets hit by a car… and wakes up in a dating simulation game as Yujun Russell, the adopted DAUGHTER of a noble family! The game tells Jun that he can be reincarnated, but only after playing to win over the love of his target characters. Determined to see his ex-girlfriend again, he eagerly accepts the challenge. Will Jun be successful in winning the hearts of his suitors, and manage to return to the world he came from?"
Surviving as a Fish,DONG9,fantasy,9.48,748057.0,164797.0,6337890.0,"Could you survive as a fish?
Yushin, the president of Saseong Group, is betrayed by his boss and thrown into a lake, left for dead. But a mysterious voice calls out to Yushin underwater. “Would you like to start a new life?”
He wakes up to find himself as a slimy, scaly largemouth bass tasked with a plethora of quests to fulfill that ultimately promises him one wish.
Will Yushin be able to navigate the waters and find a way to become human again?
"
Surviving as the Crown Prince's Childhood Friend,"BICHEL, HANBIN, LICO",romance,8.51,81383.0,98666.0,1047201.0,"When Ella finds a sickly young boy suffering from a mysterious illness in a cave, she brings him home, only for her to discover a special healing power that helps him recover. Six years later, Carl has grown into a striking young man, but to Ella, he remains like a brother… or so she thinks. Though childhood friends, what Ella doesn’t know, is that Carl is the lost crown prince of the Easton Empire, believed to have perished in a fire… and is only biding his time to make things right again. But Carl has another secret–his feelings for Ella go far beyond family…
"
Surviving the Apocalypse,SONG,thriller,9.60,240782.0,120623.0,2820753.0,"“When the apocalypse comes, the world will be ridden with bloodshed and screams of anguish. In the end, none but ashes will remain.” He has been locked up in an underground prison his whole life. He does not know his name. He does not know when the world will end, nor if the world really even will end. The only thing he knows is that he has been imprisoned... by his own father.				"
Surviving the Game as a Barbarian,"Jung Yoon-kang, MIDNIGHT STUDIO, Team the JICK",fantasy,9.77,2220967.0,402464.0,25361505.0,"After spending nine years on Dungeon and Stone, the role-playing game that no player has ever beaten, Hansu Lee finally reaches the dungeon of the final boss. As soon as he opens the gate, however, he suddenly sees a message that says his tutorial has been completed and finds himself in the body of Bjorn Yandel, a real barbarian within the game. An exciting adventure awaits him as he endeavors to abide by the laws of the fictional world!"
Sweet Home,"Carnby Kim, Youngchan Hwang",thriller,9.85,19291297.0,3454632.0,269093451.0,"After an unexpected family tragedy, a reclusive high school student is forced to leave his home -- only to face something much scarier: a reality where monsters are trying to wipe out humanity. Now he must fight alongside a handful of reluctant heroes to try and save the world before it's too late. Now a Netflix Original Series."
Sweetheart,Buttercup,romance,9.56,519488.0,129472.0,5177987.0,"Good-looking loner, Scott Hart is an autistic model who accidentally discovers the secret of the most feared girl at his school, Penelope Suit. And oddly enough, they get intertwined in an atypical friendship. But is friendship all there really is to it?"
Swimming Lessons for a Mermaid,YONGCHAN,romance,9.74,6929863.0,803268.0,59647621.0,"Choa is a mermaid who can't swim! Discouraged, she trades the ocean for a pair of human legs. But when the star of the high school swim team finds out her secret, he offers her the chance to prove her family wrong: free swimming lessons for a mermaid!"
Swolemates,LummyPix,comedy,9.75,5158360.0,571030.0,41144905.0,"When the cocky, social-media star Braydin, and the nerdy, gamer Alex first meet at the gym, their relationship starts off on the wrong foot. But, as they're forced to work together they find out they might have more in common than they initially thought. Also they get buff AF."
Sword Interval,Benjamin Fleuter,supernatural,9.63,1692204.0,147380.0,24650851.0,"The Sword Interval is about a world on the verge of a supernatural apocalypse. Most of humanity goes about their daily lives trying to ignore the constant threat of magic and monsters, but a few face these dangers head-on. 
 Fall is one such person. She has left behind the sheltered safety of the paranormal witness protection program in order to hunt down the monster that killed her family."
Swordid,Momojiji,fantasy,9.56,405356.0,63367.0,2570810.0,"Reincarnating into the wrong body never stopped a revenge quest! Now a gutsy peasant instead of a wizard, Cato’s still got to settle the score with the great demon Baal. Luckily, their sassy talking greatsword has a plan. If only Cato would follow directions. "
TACIT,KimDazzi,action,9.68,1146131.0,285433.0,8301671.0,"In the near future, the world is a desolate place occupied by the undead. Strange crystals emit a deadly zombie virus as the last remnants of humanity struggle to avoid infection and survive. Despite all this, life is relatively peaceful for young Ruby, who lives in the Amina Safe Zone with her father and a small band of other survivors. All of this changes when Ruby encounters Arvan, a white-haired young man with pale skin and no heartbeat. This meeting sets off a series of events that force Ruby and her father to embark on a journey to discover the truth."
THE GIRL FROM CLASS,"PARK SUBONG, Subong Park",drama,9.46,412410.0,129774.0,7351946.0,"Sometimes love can blossom from a single glance. This is the bittersweet, sometimes embarrassing, but always beautiful story of a classroom crush."
THE STAR SEEKERS,HYBE,fantasy,9.81,1122774.0,815220.0,9027065.0,"It’s the age of magic; a world where magic idols prevail. In these extraordinary times, an ordinary idol group called Star One is suddenly gifted with magical powers. And with these magical powers, a mysterious enemy appears. The once unpopular idol group finds themselves tasked with saving the world. Will they be able to take on this enormous responsibility to restore peace?"
Taejin: Legend of the Yang Metal,"Austin Johnson, Camila Marques, Jinglan, Kevin Kreider, Nina Gee, Pinga, Razz, Renato Ramos",action,9.11,68412.0,39323.0,626052.0,"Rebellious teenager Taejin Choi pawns a mysterious family heirloom talisman, setting off a chain of events that awaken latent Yang Metal powers and lead him to fulfill his cosmic destiny, to work with a group of Bazi users and use their powers to protect Philadelphia from evil."
Taekwondo Kid,"JUN, John Amor, Justin Jordan",sports,9.47,2400000.0,89516.0,4176682.0,"Ihn Kim is an explosive Taekwondo fighter who can throw brutal kicks, but his opponents don't take him seriously because he's held back by all the sparring rules. However, changes are coming in the Taekwondo world that just might give Ihn a fighting chance. Can Ihn beat the people who once mocked him and show everyone that his style of Taekwondo is no joke?"
"Take Me, I'm Yours","One Punch Rabbit, RoseBean",drama,9.50,1273356.0,322451.0,14385276.0,"Have you ever had a ghost as a roommate? That's the situation that confronts Chanyang Jeong when a haunting turns into a homestay. The ""ghost"" in question is actually Jian Nam, heir to the Baekgyeong Group, who's currently in a coma after a suspicious accident. Jian needs to remain near Chanyang for three months to find out if he can wake up from the coma, so the two are forced to cohabitate. Can Chanyang uncover the truth behind Jian's accident, and endure living with her unexpected guest for three months?"
Take My Money,AlohaDRY,romance,8.59,329499.0,84681.0,3125548.0,"Prepare for some chaos as Miss Mina, a campus celebrity, stumbles upon her first love -- none other than the aloof senior who's as cold as an iceberg! She launches an extravagant mission, armed with both her heart and a bottomless wallet. Will her efforts and creative tactics crack his icy exterior?
"
Tales of Greed,"Juin Kim, PTJ COMICS, Soonkki",thriller,9.40,851580.0,246291.0,7574971.0,"Every person has something they desire, whether it's beauty, wealth, or power. Depending on what you're willing to risk, you could have anything your heart desires. You could be beautiful with the swipe of an app or become anyone with the press of a button -- but it all comes with a price. How far would you be willing to go to get what you wish for?"
Tales of Sarimin the Jinn,"NAGATERBANG, Titasupp",action,9.55,244675.0,85000.0,1655310.0,"Sarimin is a jinn (spirit) who specializes in helping people get what they want at the price of their soul. In recent times, he's been down on his luck, with fewer and fewer people seeming to believe in the power of spirits. With the help of his trusted monkey, Tuyul (a money-obsessed baby spirit), and Wasa, a human soul doomed to be a servant for eternity, Sarimin attempts to get back on his feet and adapt to the modern world. In Sarimin, we follow the titular character as he attempts to tempt a new generation of humans."
Tales of the Unusual,"Seongdae Oh, Sungdae Oh",horror,9.65,10309087.0,875248.0,163367100.0,"In dangerous urban legends and dark ancient myths, human instincts and urges take form in unusual ways. Discover strange and thrilling depths in Tales of the Unusual. Often the thing that we should be most afraid of... is ourselves."
Tales of the Unusual 2,Seongdae Oh,horror,9.80,135580.0,42396.0,1066004.0,"From twisted games of evil demons and the roaming of the undead to strange technology that makes the impossible happen, dive into Tales of the Unusual 2, another thrilling collection of supernatural horror stories that will have you scrolling for hours. With just the right balance of dark humor and the unexpected, each short story pulls you into a new immersive world and unravels plot twists you never would've imagined. Just remember, there's nothing to be afraid of... If you have nothing to hide."
Taming the Corrupted,"LICO, Purple village",romance,8.39,775585.0,243753.0,8311858.0,"Arlenne Serkia is granted the chance to go back in time and devises a plan to ruin the man who stabbed her heart. The key to her scheme is the Kasadin, renowned for his unmatched swordsmanship and stunning beauty. As the only child, Arlene realizes her family and position is at a disadvantage and she convinces her father to take Kasadin in to act as her sword and shield. But Kasadin has a past much deeper and more dangerous than she realizes... and this drives his own motives for staying close to her, both personal and political. If Arlenne isn’t careful, the user might end up being used!"
Taming the Marquess,"Ire, KRFFR, gol_G",romance,9.11,1683726.0,415372.0,16233695.0,"Laranora Ador gets more than she bargained for when she rescues a young boy from being sold off in an infamous auction house. The boy is actually Eskal Van Dyck, the ""Crazy Marquess,"" in disguise! Unaware of his violent and heartless true nature, Laranora takes Eskal under her wing. Determined to raise him with utmost care and respect, Laranora grows deeply attached to Eskal… and in return, the true Eskal begins to fall in love with her. Unfortunately, Eskal is often targeted for his powerful magic and ruthless ways, which leads to a tragic event that separates the two. But Eskal is determined to find her again as his true self. Will Laranora be able to accept who he really is? And more importantly, what will happen when something fishy brewing in the Imperial Palace may involve them both?"
Taste of Illness,Ilkwon Ha,drama,9.83,604084.0,173671.0,3673400.0,"Not having any friends is bad enough, but being swallowed by mysterious black sludge in the middle of class? The worst. Yijun is no stranger to solitude, until a school project plants the seed for a delicate bond with another loner, Suni. But friendship is a frustrating puzzle for those who are used to being alone, especially when one of them claims to control a black goo that only turns hostile when the host is gripped by anxiety. Will Yijun and Suni be able to open up and make something of their budding friendship?"
Tata the Cat,"Subin Kim, Suwan Kim",heartwarming,9.73,284979.0,147791.0,1849444.0,"It’s summer vacation and all middle school student Suyeon wants to do is to go down to Gorong Village to spend time with her granny. But the moment she gets there, she is greeted by wondrous sight - a special cat named Tata, who blooms from a gigantic flower bud! Now, Suyeon is up for an unforgettable and magical adventure with her new companion, Tata - who might help her uncover the secrets that bind Tata, Gorong Village, and herself together."
Teach Me How to Desire,"NALPACA, danryhan, rotcar",fantasy,8.73,217215.0,170507.0,2894249.0,"In a war against demons for the fate of the world, even three chances at life may not suffice. Such is the fate of Lady Sacred Beryl, a divine maiden tasked with rooting out demonic corruption, only to be murdered and travel back in time -- twice. Upon her third attempt, Beryl realizes the truth: Her only hope to purify the realm is to face the fearsome House Vine, a lair of demons in mortal guise. Can Beryl survive in the domain of Duke Beleth von Vine, or will she find nothing but death and damnation once more?"
Teenage Dragon,Peanut,comedy,9.67,643011.0,74351.0,4058152.0,"“Hi! My name is Minji Kim. I used to be a teenage girl but after waking up from a nap one day, I turned into a fugly lizard! I want to go home! Somebody help! Wait… but, if I'm in this strange body, who’s in mine?!”

Minji is a high school girl living a normal life in an ordinary world. After waking up from her usual nap in class one day, she discovers that she has transformed into a powerful dragon who lives in an out-of-the-ordinary land. Minji forms a group of eccentric friends by using her wits, and together they embark on a journey to help Minji find her way back to her own world. Will Minji ever be able to return home?
"
Teenage Mercenary,"Rakyeon, YC",action,9.85,16894492.0,1915320.0,235023672.0,"At the age of eight, Ijin Yu lost his parents in a plane crash and became stranded in a foreign land, forced to become a child mercenary in order to stay alive. He returns home ten years later to be reunited with his family in Korea, where food and shelter are plenty and everything seems peaceful. But Ijin will soon learn that life as a teenager is a whole other feat of survival. With only one year of high school left, Ijin must master new tactics to maneuver his way around the schoolhouse battleground. Can he survive a year of high school? Or rather, will the school be able to survive him?"
Ten Ways to Get Dumped by a Tyrant,"Seo Gwijo, danmyeong, mapzzil",fantasy,9.01,2360617.0,509226.0,26995441.0,"Scarlett Arman is no ordinary lady, not just because she’s engaged to the emperor. Newly reincarnated as a character in a fantasy novel, Scarlett knows she is supposed to die a horrible death at the hands of her fiancé, Charleon Kalior. Determined to escape her fate, Scarlett decides to make Charleon break off the engagement... But why does he keep wanting to spend time with her?!"
Tenants from Another World,"E-um, Katie Cook, kiki",fantasy,9.03,2800000.0,221923.0,3995163.0,"Haeseo Han is an ordinary, hard-working office worker whose main concerns revolve around being overlooked for promotions, smug colleagues, and workplace stress. That is, until she finds herself intertwined in a prophecy that will determine the fate of a fantasy world! In the realm of the Beiston Empire, Haeseo is seen as the oracle who will determine the next successor to the throne and bring peace to the country. Hoping to win Haeseo's favor and become the next emperor, the three charming yet eccentric princes of Beiston cross over into Haeseo's world to begin their lives together as housemates!"
That Which Flows By,"Eunbi Lee, softcorn",historical,9.73,1050323.0,246704.0,11170641.0,"Dani, a Jurchen girl who was saved by General Gyeol Seo during a bandit attack, has to serve tea for him in his house in Hanyang. However, she has to hide her true identity and pretend to be from Joseon, due to the rumors that the general slaughters Jurchen people, regardless of gender or age. Gyeol on the other hand, cannot drink clear water because of a tragic incident that happened when he was young, and has a lot of enemies who want to kill him. Can Dani and Gyeol Seo survive against all odds?"
The Academy is Doomed,"BIN, GG, ROHRAN",fantasy,9.26,71061.0,66815.0,669776.0,"The academy where Amon was assigned as a new teacher has gone bankrupt! The principal is addicted to gambling, the teachers are no-goods, and the students are lethargic! How will Amon tread forth as he stands at the crossroads of escape and success? A comedic fantasy series that will make your sides hurt from laughing!"
The Academy's Genius Swordsman,"C.H, SeoGwando",fantasy,9.54,2502628.0,743104.0,40657561.0,"Following a momentous battle against giants for the fate of the world, Ronan emerges victorious as the last man standing of the imperial army. As he laments this hollow victory with his dying commander, Grand Marshal Adeshan, they quickly learn that the war is far from over and an overwhelming force of giants descends from the heavens. Fearing the worst, yet seeing hope in the courageous Ronan, Adeshan uses her last time slip to send him back to the past, so that he can enroll in the prestigious Phileon Academy and become the strongest swordsman the empire has ever seen!"
The Academy's Undercover Professor,"Tana, WAG, sayren",fantasy,9.82,2781957.0,556217.0,31114768.0,"Machiavelli and Gerrard are just one of the many names the new professor of Ceoren Academy uses to disguise his identity, and now he can add one more to his list, Professor Ludger Cherish. The real Ludger Cherish dies on board a train during a terrorist attack, making him the perfect target for a new identity. Little does the new professor know, Ludger Cherish was involved in something deep and secret. The new Professor Ludger has to be careful to not get caught by the school and the dangerous secret society."
The Academy’s Sashimi Sword Master,"GMAN, tangahuru",fantasy,9.27,227098.0,121515.0,2796427.0,"Chef Kim, Korea's legendary sashimi master, is transported into the world of Blessing M, a mobile game he once played. But instead of being a hero, he finds himself as Geomma Kang, a mere background extra. Forced into a new life, Geomma discovers a new power: the Blessing of the Blade God. Now, to survive in this game-like world, he must slice through challenges and enemies alike. Will his unmatched skills in the kitchen be enough to carve out a new destiny?"
The Acting Empress Still Spends the First Night,"Aira, cleobbakdora, salgujelly",romance,8.47,389765.0,222806.0,5420619.0,"Zelda von Trova never wanted the title of Acting Empress, but when she's forced to wed the Emperor of the Raphion Empire in place of the runaway princess, she has no choice. Yet after sharing the first night with him, her divorce plans begin to waver. As their attraction grows, Zelda’s heart is torn-- will she be able to walk away when the time comes, or will love unravel all her plans?"
The Advanced Player of the Tutorial Tower,"Bangguseok Gimssi, Juyeong Hwang, Topp",action,9.30,12035944.0,1586832.0,153321743.0,"After being trapped for 12 years in a tower full of regenerating monsters, Hyeonu Kim is more powerful than just about any human or monster on Earth. Now that he’s free, he’s determined to find out who was behind his imprisonment, even if that means he has to kill hordes of monsters -- and inadvertently save the world -- along the way."
The Advanced Player ofthe Tutorial Tower,"Bangguseok Gimssi, Omagam",action,9.53,5500000.0,1200000.0,64000000.0,"After being trapped for 12 years in a tower full of regenerating monsters, Hyeonu Kim is more powerful than just about any human or monster on Earth. Now that he's free, he's determined to find out who was behind his imprisonment, even if that means he has to kill hordes of monsters -- and inadvertently save the world -- along the way."
The Aftermath,Bongsoo,drama,9.46,208216.0,74096.0,1417249.0,"Things are finally looking up for aspiring actress Bobae Lee, after her appearance on the hit matchmaking Reality TV show, “The Aftermath”. But when her co-star suddenly commits suicide, everything slowly begins to crumble as Bobae soon finds herself the new target of public hate. As she works to rebuild her career from the ground up, she quickly learns that fame can be a double-edged sword and that sometimes, the people closest to you can end up hurting you the most."
The Age of Arrogance,"Hansol, Lemon Frog, SOY MEDIA",fantasy,9.61,4247910.0,1007338.0,51247928.0,"After winning a long war, Asha Pervaz is expecting the emperor to compensate her with money. Unlike her expectations though, the emperor asks Asha to choose her own husband from a list of nobles. Asha chooses Duke Carlisle Haven, the emperor’s eldest son and former crown prince. Asha expects him to object and pay an alimony instead, but the duke actually agrees to marry her! He even promises to help Asha rebuild Pervaz. What does the duke really want? And will Asha get what she wants without getting embroiled in the growing royal conspiracy?

"
The Apothecary Prince,"BK_Moon, Dadang, kangho HA",fantasy,9.21,1101112.0,322898.0,9671127.0,"In a twist of fate, the life of a doctor of Korean medicine flips upside down in a single night. 
Doctor Han Lee is reborn as Lachiel, the sickly Crown Prince of the Empire of Magentano. 
Han is now armed with medical knowledge and skills found nowhere else in this new world -- but can he heal an empire and mend his own body at the same time? 
Witness his journey of self-exploration and resilience as he maps destiny's meridian, in pursuit of the acupoint that can reverse his fate."
The Archmage’s Restaurant,"Bad boys, INUS, Mr.Cha",fantasy,9.34,97725.0,109898.0,963437.0,"A young aspiring chef suddenly finds himself in a world of war, dragons, and magic. These two worlds couldn’t be further apart... or could they? 
Who says you can’t open a restaurant in a fantasy realm? I mean, what could possibly go wrong?
A perfect series for fantasy, magic, and food lovers.
"
The Artist Salieri,Baekwondal,drama,9.41,66738.0,20900.0,522742.0,"Life is so unpredictable. Myeong-hwa had everything: the pretty face, the artistic talent, and even a wonderful boyfriend, while Sun-hee had nothing. Ten years later, the roles have reversed and Myeong-hwa is still a poor and unknown artist while Sun-hee is a major figure in the art world. What Myeong-hwa doesn’t know is that Sun-hee has secretly been pulling strings to make sure she fails…"
The Bad Son,Jeong Chan,action,9.55,99015.0,73549.0,1352461.0,"Blood ties bind, but vengeance severs, and in the heart of a heartless man, a fire ignites.
Pildu Kang, a prosecutor born into a legacy of corruption, uncovers his family's harrowing involvement in his mother’s murder. Now, a chilling vendetta awakens the monster within, drawing out the primordial urge he has long sought to contain.
Will he rely on the law to be his ally on this treacherous path, or will he become the judge, jury, and executioner?"
The Badguys,"Luke Lancaster, Orlando Caicedo","super_hero, superhero",9.42,361163.0,110818.0,6090782.0,"THE BADGUYS is a superhero comedy heist comic with a cast of characters supremely out of their depth. Dealing with daddy issues, bad breakups, decades-old grudges and profound professional inadequacies, the whole endeavour is pretty much a foregone conclusion. Badguys never win: There are rules, after all."
The Barbarian of Seoul Station,"Jin Seol woo, LICO",action,8.74,147415.0,74985.0,1580381.0,"Cheoldu, a barbarian raised on Earth, lives a mundane life with his best friend Jintae. But when he sees an alien creature from his planet on the news, everything changes. Thrown into an apocalyptic challenge, Cheoldu and Jintae must adjust their lives in Nova, a savage world filled with goblins and ogres. Will the two conquer Nova’s perils and uncover the secrets that could change Earth’s fate? An epic tale of friendship, survival, and untamed adventure awaits."
The Beloved Incompetent Stepmom,"KII AOFUJI, Tsuruko Maruko, irukura",romance,9.47,281701.0,304924.0,3650834.0,"Dismissed as incompetent and neglected by her family, the Duke’s daughter, Elsha, is suddenly ordered to marry the infamous Archduke Iceberg—a war hero feared for his ruthless reputation. Rather than despair, she seizes this chance for a fresh start. But upon arriving at his manor, she finds the Archduke missing and is instead met by his wary adopted sons, Wilbert and Hugh—who had no idea their father was remarrying. With an absent husband, distrustful stepchildren, and a manor full of secrets, can Elsha carve out a place for herself and find happiness at last?"
The Black Serpent,angyungal,action,9.90,55292.0,34930.0,399889.0,"“I shall destroy the factions of justice and avenge the deaths of my comrades!” Jeonghwa, the captain of the Black Serpent Squad, loses everyone she grew up with when the lawful factions betray them after the battle against the chaotic factions. On the verge of death herself, she must now claw her way up to deliver true justice to the so-called justice factions.
"
The Blind Prince,cozycroww,romance,9.75,2986119.0,482080.0,23051879.0,"Elaine desperately tries to hide the unearthly feathers that riddle her skin, all for the sake of love. But her curse leaves her rejected and trapped behind a wall deep within the forbidden forest. With no way home, her only option is to rely on a Prince determined to reclaim his throne, and his missing eyes."
The Blood of the Butterfly,"Remin, SAM",fantasy,9.73,8300000.0,494303.0,18823464.0,"When a swarm of giant bugs threatens to wipe out humanity, the world's only defense is a group of humans with special abilities called Butterflies. For Maehwa Baek, Butterflies are just heroic people he sees on TV until a tragic event brings him to the scientists that created them. Soon, Maehwa must confront questions about himself that he has long avoided: why does he lose control at the sight of his own blood? And what happened during the 13 years of his life that he can't remember?"
The Boxer,JH,sports,9.86,11727225.0,1654966.0,176045629.0,You've got the raw talent. Or you're the underdog. But do you have the heart? Do you have what it takes? Let's see what you're made of. The real fight starts now!
The Breaker: Eternal Force,"GEUKJIN JEON, JINHWAN PARK",action,9.47,1168000.0,405183.0,17824809.0,"Haje Kang can’t take it anymore. Pushed to the breaking point by relentless bullying, Haje stands at the edge of the school roof, ready to end it all. But just as he’s about to jump, he’s given a push -- literally -- by a mysterious upperclassman named Si-un Lee, only to wake up the next day, unscathed. Little does Haje know that Si-un happens to be one of the most powerful martial artists in the Murim, the hidden world of martial arts. Haje begs Si-un to train him, but he never could have imagined just how tumultuous things could get in the martial arts underworld…
"
The Brooklynite,"Seth Kushner, Shamus Beyale","super_hero, superhero",8.98,35028.0,21596.0,679327.0,"Brooklyn cartoonist, Jake Jeffries gets caught in the fallout of two super-humans battling and is accidentally irradiated with superpowers. Fraught with ""Superman powers and Spider-Man problems,"" Jake learns to fight crime in his secret identity as The Brooklynite, and chronicles his adventures in a comic book series while struggling to lead a dual existence."
The Build Up,911,sports,9.77,2103941.0,265054.0,23488200.0,"Maru Kang was just an ordinary kid with ordinary interests, until one day his father forces him to watch a soccer game on TV, sparking an obsession with the sport. Filled with determination, he sets a new goal for himself -- to become an amazing soccer player! The only problem is, he has already been proclaimed the ""King of the Losers"" at his high school. Can Maru overcome the obstacles in his path and transform into a talented and successful soccer player?"
The Child of a Star,Sunny,fantasy,5.90,72419.0,62921.0,677346.0,"Born under the Star of Darkness, Princess Baekseon always knew she was fated for something big, but it’s only after she disguises herself as a boy and leaves the safety of the palace that she begins to see just how big. Malicious old hags, cheerful goblins, lovesick witches, and the promise of a mysterious soulmate with red and blue eyes are just the beginning: ultimately, what hangs in the balance is the fate of the world itself."
The Cliff,Sungdae Oh,thriller,9.32,123434.0,86122.0,2344928.0,"Tensions rise as two men wait for someone to save their lives after falling and getting stranded on the cliffside of a dangerous hiking trail. When days pass with no indication of help, the cliff becomes a stage for confrontation, violence, and madness."
The Constellations Are My Disciples,"Cha jiwoon, INUS, Indoor Kim",fantasy,9.05,1822353.0,406522.0,27729763.0,"300 years ago, the invincible warrior Hyeon-oh Kim brought down the Tower of the End, preventing the world’s demise. Though he should have died the moment the Tower of the End collapsed, Hyeon-oh  is reborn 300 years later in the body of a 17-year-old boy named Juhyeok Kim. Meanwhile, he discovers the existence of the Constellations, who were once his disciples 300 years ago but were born during the time when he did not exist in this world. Will he be able to find them again and train them?"
The Count's Secret Maid,"Baekjua, MIDNIGHT STUDIO, TON",drama,9.63,419287.0,194663.0,3685034.0,"For Paula, not a single day passed by without a reminder of her ugliness. But it was her hideous face that spared her from being sold to a brothel or dying tragically like her sisters. So when Paula's father sells her off to work at an esteemed nobleman's mansion, she realizes that peasant girls are a disposable resource. However, she finds the young Count Belunita tucked away in an annex, shamefully hidden from the curious eyes of the public. And as Paula struggles to appeal to her tyrannical master's whims, she must also embrace her role as his secret maid."
The Croaking,echorise,fantasy,9.78,8711470.0,690181.0,71698850.0,"The Roost - the world's most prestigious military academy - has never accepted a Crow into its ranks. Until now. However, the conditions surrounding Scra's acceptance are shrouded in conspiracy, and his new roommate Ky won't rest until he finds out just where he goes every night. Between flight tests, classes, and Murders, Scra, Ky and Ree must band together to uncover the truth about their utopia and the whispers of a superweapon - ""The Croaking"" - that are seeping from the cracks."
The Crown Princess Scandal,"Jeonghyeon, KITROW",fantasy,9.85,2153984.0,281560.0,17690118.0,"Victimized by her little sister's trick, Hwa-yeong heads to the imperial palace to participate in the crown princess selection process. Now she'll have to put up with… six months of palace stay?! No way! As a last resort, Hwa-yeong tries to do everything wrong to get disqualified and sent home early but instead finds herself in the royals' favor. What's worse, coincidence keeps bringing Shin-yeong, the Crown Prince, in her way, and now things are becoming more intense and personal for both of them. ""You wish to get kicked out now? I'll do everything in my power to see the opposite happen!"" Will Hwa-yeong see her way through these obstacles and return home before six months?"
The Cup of Vengeance Is in Your Hands,"JIBSA, SCAMPER, tado",fantasy,9.26,946408.0,319651.0,10056407.0,"Princess Eudith’s story begins when her cruel brother, the king, sells her off to the neighboring kingdom to marry the queen’s powerless stepson, Prince Franz. Eudith becomes a pawn in the queen’s plot to discredit Franz and place her biological son, Krald, on the throne.

Desperate, Eudith attempts to end her misery but wakes up on the day of her fateful journey. Armed with knowledge and experience from her past life, Eudith seizes the chance for revenge by helping Prince Franz take his rightful place on the throne. Will Eudith succeed in her revenge and find happiness?"
The D!ckheads,GummyBunni,romance,9.15,1910981.0,438049.0,22209924.0,"After being bullied at her old school, Eliana decides to move to the small town of Oaksdale to start fresh. There she befriends Football Captain and most popular boy at school, Levi, as well as lone-wolf and outcast, Marco. She's finally got the friends she always wanted, but what will she do when she finds out they hate each other?"
The DaneMen,David Danemen,comedy,9.07,485413.0,41747.0,8791883.0,"""Show, don't tell. That's what they told me.
  
 ""The DaneMen"" is a silent comic strip. People all look the same.
  
 There are three main flavors: absurd, truthy and grim.
  
 Hitchcock said ""Drama is life with all the dull bits cut out.""
  
 Too bad. Life is 99% dull bits. Seems like a waste of bits to me.
  
 Chaplin said ""Life is a tragedy when seen in close-up, but a comedy in long-shot.""
  
 Well...""The DaneMen"" has close-ups, long-shots, AND mediums-shots!
  
 Take that, Chaplin!"""
The Dang Clan’s Swordmaster Heir Just Wants a Normal Life,"Hwagye, PSG, SUPJA",action,8.89,219142.0,79069.0,2624214.0,"The Dang clan of Sacheon, once renowned for its poison and hidden weapons, is now on the path to its demise.
That is, until Yeonmyeung Dang, an outcast boy of the clan, awakens by recollecting the memories of his past life
as the 'god of swords' who devoted his life to mastering the sword.

Will the boy be able to protect his family and fulfill his dream of living a normal life?"
The Dark Lord's Confession,Topseoung,fantasy,9.74,3069765.0,558678.0,27834567.0,"What happens if you end up summoning the Dark Lord, the whole continent’s greatest enemy? Due to a battle that took place over a thousand years ago, cursed people become demon-like magicians, and those who are blessed become holy knights who protect the kingdom. Lapis, who hides her identity of being a magician and aspires to be a holy knight, accidentally ends up summoning the Dark Lord. Along with the Dark Lord’s puzzling confession, Lapis’ journey of becoming a holy knight begins! "
