Title,Genre,Creators,Views,Likes,Subscribers,Rating,Release Date,Schedule,Synopsis
The Breaker: Eternal Force,action,"GEUKJIN JEON, JINHWAN PARK",17824809.0,1168000,405183,9.47,,Monday,"Haje Kang can’t take it anymore. Pushed to the breaking point by relentless bullying, Haje stands at the edge of the school roof, ready to end it all. But just as he’s about to jump, he’s given a push -- literally -- by a mysterious upperclassman named Si-un Lee, only to wake up the next day, unscathed. Little does Haje know that Si-un happens to be one of the most powerful martial artists in the Murim, the hidden world of martial arts. Haje begs Si-un to train him, but he never could have imagined just how tumultuous things could get in the martial arts underworld…
"
The Brooklynite,superhero,"Seth Kushner, Shamus Beyale",679327.0,35028,21596,8.98,2016.0,Wednesday,"Brooklyn cartoonist, Jake Jeffries gets caught in the fallout of two super-humans battling and is accidentally irradiated with superpowers. Fraught with ""Superman powers and Spider-Man problems,"" Jake learns to fight crime in his secret identity as The Brooklynite, and chronicles his adventures in a comic book series while struggling to lead a dual existence."
The Build Up,sports,911,23488200.0,2103941,265054,9.77,2021.0,Monday,"Maru Kang was just an ordinary kid with ordinary interests, until one day his father forces him to watch a soccer game on TV, sparking an obsession with the sport. Filled with determination, he sets a new goal for himself -- to become an amazing soccer player! The only problem is, he has already been proclaimed the ""King of the Losers"" at his high school. Can Maru overcome the obstacles in his path and transform into a talented and successful soccer player?"
The Child of a Star,fantasy,Sunny,677346.0,72419,62921,5.9,,Sunday,"Born under the Star of Darkness, Princess Baekseon always knew she was fated for something big, but it’s only after she disguises herself as a boy and leaves the safety of the palace that she begins to see just how big. Malicious old hags, cheerful goblins, lovesick witches, and the promise of a mysterious soulmate with red and blue eyes are just the beginning: ultimately, what hangs in the balance is the fate of the world itself."
The Cliff,thriller,Sungdae Oh,2344928.0,123434,86122,9.32,2014.0,Sunday,"Tensions rise as two men wait for someone to save their lives after falling and getting stranded on the cliffside of a dangerous hiking trail. When days pass with no indication of help, the cliff becomes a stage for confrontation, violence, and madness."
The Constellations Are My Disciples,fantasy,"Cha jiwoon, INUS, Indoor Kim",27729763.0,1822353,406522,9.05,,Sunday,"300 years ago, the invincible warrior Hyeon-oh Kim brought down the Tower of the End, preventing the world’s demise. Though he should have died the moment the Tower of the End collapsed, Hyeon-oh  is reborn 300 years later in the body of a 17-year-old boy named Juhyeok Kim. Meanwhile, he discovers the existence of the Constellations, who were once his disciples 300 years ago but were born during the time when he did not exist in this world. Will he be able to find them again and train them?"
The Count's Secret Maid,drama,"Baekjua, MIDNIGHT STUDIO, TON",3685034.0,419287,194663,9.63,,Tuesday,"For Paula, not a single day passed by without a reminder of her ugliness. But it was her hideous face that spared her from being sold to a brothel or dying tragically like her sisters. So when Paula's father sells her off to work at an esteemed nobleman's mansion, she realizes that peasant girls are a disposable resource. However, she finds the young Count Belunita tucked away in an annex, shamefully hidden from the curious eyes of the public. And as Paula struggles to appeal to her tyrannical master's whims, she must also embrace her role as his secret maid."
The Crimson Blade,fantasy,Geuryeon,1100000.0,87038,105495,9.35,2022.0,,"Yeoran is a wandering warrior, whose sole mission in life is to find the demon that killed her father. One night, she finds herself warped into the demon world, having to save Princess Jaha from being married off to the Demon Master.  There, Yeoran discovers traces of her father, bringing her one step closer to finding his killer. To find more answers and fulfill her lifelong mission, Yeoran becomes Princess Jaha’s bodyguard. Will Yeoran finally be able to find closure?"
The Croaking,fantasy,echorise,71698850.0,8711470,690181,9.78,2018.0,Saturday,"The Roost - the world's most prestigious military academy - has never accepted a Crow into its ranks. Until now. However, the conditions surrounding Scra's acceptance are shrouded in conspiracy, and his new roommate Ky won't rest until he finds out just where he goes every night. Between flight tests, classes, and Murders, Scra, Ky and Ree must band together to uncover the truth about their utopia and the whispers of a superweapon - ""The Croaking"" - that are seeping from the cracks."
The Crown Princess Scandal,fantasy,"Jeonghyeon, KITROW",17690118.0,2153984,281560,9.85,,Thursday,"Victimized by her little sister's trick, Hwa-yeong heads to the imperial palace to participate in the crown princess selection process. Now she'll have to put up with… six months of palace stay?! No way! As a last resort, Hwa-yeong tries to do everything wrong to get disqualified and sent home early but instead finds herself in the royals' favor. What's worse, coincidence keeps bringing Shin-yeong, the Crown Prince, in her way, and now things are becoming more intense and personal for both of them. ""You wish to get kicked out now? I'll do everything in my power to see the opposite happen!"" Will Hwa-yeong see her way through these obstacles and return home before six months?"
The Cup of Vengeance Is in Your Hands,fantasy,"JIBSA, SCAMPER, tado",10056407.0,946408,319651,9.26,,Tuesday,"Princess Eudith’s story begins when her cruel brother, the king, sells her off to the neighboring kingdom to marry the queen’s powerless stepson, Prince Franz. Eudith becomes a pawn in the queen’s plot to discredit Franz and place her biological son, Krald, on the throne.

Desperate, Eudith attempts to end her misery but wakes up on the day of her fateful journey. Armed with knowledge and experience from her past life, Eudith seizes the chance for revenge by helping Prince Franz take his rightful place on the throne. Will Eudith succeed in her revenge and find happiness?"
The D!ckheads,romance,GummyBunni,22209924.0,1910981,438049,9.15,,Wednesday,"After being bullied at her old school, Eliana decides to move to the small town of Oaksdale to start fresh. There she befriends Football Captain and most popular boy at school, Levi, as well as lone-wolf and outcast, Marco. She's finally got the friends she always wanted, but what will she do when she finds out they hate each other?"
The DaneMen,comedy,David Danemen,8791883.0,485413,41747,9.07,2015.0,"Monday, Saturday","""Show, don't tell. That's what they told me.
  
 ""The DaneMen"" is a silent comic strip. People all look the same.
  
 There are three main flavors: absurd, truthy and grim.
  
 Hitchcock said ""Drama is life with all the dull bits cut out.""
  
 Too bad. Life is 99% dull bits. Seems like a waste of bits to me.
  
 Chaplin said ""Life is a tragedy when seen in close-up, but a comedy in long-shot.""
  
 Well...""The DaneMen"" has close-ups, long-shots, AND mediums-shots!
  
 Take that, Chaplin!"""
The Dang Clan’s Swordmaster Heir Just Wants a Normal Life,action,"Hwagye, PSG, SUPJA",2624214.0,219142,79069,8.89,,Thursday,"The Dang clan of Sacheon, once renowned for its poison and hidden weapons, is now on the path to its demise.
That is, until Yeonmyeung Dang, an outcast boy of the clan, awakens by recollecting the memories of his past life
as the 'god of swords' who devoted his life to mastering the sword.

Will the boy be able to protect his family and fulfill his dream of living a normal life?"
The Dark Lord's Confession,fantasy,Topseoung,27834567.0,3069765,558678,9.74,,Saturday,"What happens if you end up summoning the Dark Lord, the whole continent’s greatest enemy? Due to a battle that took place over a thousand years ago, cursed people become demon-like magicians, and those who are blessed become holy knights who protect the kingdom. Lapis, who hides her identity of being a magician and aspires to be a holy knight, accidentally ends up summoning the Dark Lord. Along with the Dark Lord’s puzzling confession, Lapis’ journey of becoming a holy knight begins! "
